tweet_id,rag_context_text
17208,"[CUSTOMER] If the factors do not provide the feasibility of a guaranteed delivery, the option will not be available. (2/2) ^ZH"
17211,"[CUSTOMER] Could you please confirm, if we've missed the estimated delivery date? ^AG"
17213,[CUSTOMER] Did we happen to miss the estimated delivery date? ^AG
17215,[CUSTOMER] We're sorry for the delay in the delivery of your order. Please contact us here: and we'll help you ^ZH
17219,[CUSTOMER] select 'More order issues' &gt; choose from chat/phone/email we'll be glad to help. (3/3) ^KA
17223,[CUSTOMER] Please add an email address to your account and then continue to fill the form. Appreciate your patience. ^RW
17226,[CUSTOMER] I apologize for this. Request you to share the details : and we'll look into it. ^SK
17228,[CUSTOMER] Please log into your account using your mobile number and request a call back from us. We'll reach out to you and help. ^HK
17230,[CUSTOMER] Please write to us from here: from the account you desire to close and our team will assist. ^HR
17224,"[CUSTOMER] &gt; Login to your Amazon.in account &gt; Under 'Tell us more about your issue', (2/3) ^KA"
17232,"[CUSTOMER] We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC"
17235,[CUSTOMER] Thank you for confirming. You should hear an update from us soon. Keep an eye on your mailbox. ^MP
17236,[CUSTOMER] We would love to help in any way. Please provide your feedback here for review: ^SH
17225,"[CUSTOMER] Sorry for the trouble, Asmita. Please follow the path mentioned here to connect with us: Click on the link here: (1/3) ^KA"
17238,[CUSTOMER] I'm sorry for the trouble. Could you tell us more about the issue you're facing while adding amount to your pay balance? ^GK
17241,[CUSTOMER] I'm sorry for the trouble. Please submit your details here: and we'll check right away. ^RW
17243,[CUSTOMER] Thanks. We'll check and revert at the earliest. ^HK
17245,[CUSTOMER] You must have received a response here: Please let us know if you do not see the email here. ^KS
17247,[CUSTOMER] I'm sorry for the stretch. We're working on this and we'll reach out to you soon with an update. Appreciate your cooperation. ^KH
17249,[CUSTOMER] and proceed as per the suggestion. ^SG(2/2)
17250,[CUSTOMER] I see that we've sent you a correspondence. Kindly check the same here: (1/2)
17252,"[CUSTOMER] Twitter being a social platform, we wouldn't be able to check the account info here. Kindly reply to the email sent by us. ^PR"
17253,"[CUSTOMER] You can ask Alexa, and it would play the song for you :) ^KA"
17255,[CUSTOMER] I'm sorry about that. Could you confirm sharing your details in the link shared earlier? ^GK
17257,"[CUSTOMER] I get you're upset. However, we'd like to get this sorted out, please share the details and we'll reach out to you. ^MS"
17259,[CUSTOMER] I’m sorry for the hassle. Please drop in your details here: We will look into it. ^SB
17261,"[CUSTOMER] Apologies. Kindly let us know, where did we go wrong. We would like to make things right for you. ^CB"
17264,[CUSTOMER] We want to help but we need more information. Can you tell us more about what device you're using? ^EA
17267,[CUSTOMER] I'm sorry to hear this. Please try these tips and let us know if it improves: ^BH
17633,[CUSTOMER] know more prime benefits here: 2/2 ^SH
17636,[CUSTOMER] I'd like to take a closer look into it. Please fill in this form: and I'll revert shortly. ^AB
17638,[CUSTOMER] Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK
17640,[CUSTOMER] Sorry for the trouble while raising a return request. May I know if you have been asked to self return the item? ^SH
17635,"[CUSTOMER] Prime customers will have benefits like Prime Delivery Benefits, Prime Early and Exclusive Access Deals. You can 1/2 ^SH"
17643,"[CUSTOMER] (2/2) For account security reasons, we recommend that you delete any account sensitive information from Twitter. Thank you. ^SE"
17646,"[CUSTOMER] to the payment page that you have in your 2nd screenshot? We want to help in the best way possible, so pls let us know! ^KN 2/2"
17651,[CUSTOMER] You may refer here: for details on refund for return shipping charges. Hope this helps! 3/3 ^AB
17657,[CUSTOMER] to our team internally to work on it. 2/2 ^SB
17660,[CUSTOMER] Please connect with us here: for further assistance. ^KA
17662,[CUSTOMER] You're welcome. Appreciate your understanding. Do keep us posted for any further assistance and we'll be glad to hep you. ^MK
17658,[CUSTOMER] I'm sorry you had an unpleasant experience regarding the return. I would pass on your comments as feedback 1/2 ^SB
17645,"[CUSTOMER] (1/2) We're here to help! When you have the time, please reach us by phone/chat here: Thanks. ^SE"
17663,"[CUSTOMER] we were unable to arrange a return, hence we requested you to cooperate and self-return the order for a refund. 2/3 ^AB"
17664,[CUSTOMER] Apologies for any trouble. Wherever possible we do offer a return pickup to reduce customer effort. In this case as 1/3 ^AB
17668,[CUSTOMER] You'll not be able to connect the Echo to your smart TV. ^SH
17670,[CUSTOMER] I'm sorry about the error you're seeing! Please try uninstalling and reinstalling the app. Let us know how it goes. ^JP
17673,[CUSTOMER] Could you please elaborate your concern about the fulfillment center so that I can assist you accordingly?^SF
17679,[CUSTOMER] Please share your details here: and I'll reach out to you. (2/2) ^KA
17680,[CUSTOMER] This doesn't seem to be right. Apologies for the delivery issue. This isn't what we intended. (1/2) ^KA
17681,"[CUSTOMER] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA"
17683,[CUSTOMER] We'd like to help with that. Kindly drop in your details using the link provided above and we'll reach out to you. ^AB
17684,"[CUSTOMER] When you sign up for a Prime free trial, we send an authorization to your bank. Here's more info: ^JP"
17886,"[CUSTOMER] Ups, sieht die Seite auch so bei dir aus, wenn du einen anderen Browser verwendest? ^AN"
10648,"[CUSTOMER] I'm so sorry for the delay. If you have a moment, please : ^LH"
17888,[CUSTOMER] Has the delivery date been updated on your tracking status? You can find that here: ^BT
17891,[CUSTOMER] What is the current delivery date? Has this passed? ^CL
17893,[CUSTOMER] Please contact us: so an agent can look into this for you. ^JJ
17894,[CUSTOMER] I'm sorry it hasn't arrived! Have we missed the date shown in your order confirmation e-mail here: ^MO
17898,[CUSTOMER] have reported the issue to our support team here: 2/2 ^SH
17901,[CUSTOMER] Please fill in your details using the link: and I'll get in touch with you soon. ^AK (2/2)
17904,[CUSTOMER] Thanks for keeping us posted. I'll be sure to share your comments on this as feedback with the team internally. ^AB
17902,[CUSTOMER] Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2)
17905,[CUSTOMER] I'm sorry for the unpleasant experience. This could be due to an incorrect tracking scan update. May I know if you 1/2 ^SH
17906,[CUSTOMER] Please help us to improve by providing your packaging feedback here: ^SY
17909,[CUSTOMER] I'm sorry you're not seeing the credit! Many promos apply at checkout. You can learn more here: ^SG
17911,"[CUSTOMER] Oje! Melde dich doch gleich mal hier und lass meine Kollegen prüfen, was da los sein könnte. Gruß ^DS"
2562,[CUSTOMER] I'm sorry you didn't receive the refund amount you expected. Please check here for more info: ^BT
17914,[CUSTOMER] Please connect with us here: and we'll assist you on how to proceed further. (2/2) ^KA
17917,[CUSTOMER] Sorry about the payment issue. This charge could be of Prime subscription on (1/2) ^KA
17919,[CUSTOMER] We'd like to have a look into the same; hence the request. Kindly reach out to our support team for further assistance. ^AB
17920,"[CUSTOMER] I understand your concern, unfortunately we cannot arrange a return as already mentioned. Kindly self-return the order. ^ZH"
18118,[CUSTOMER] Apologies for the mix-up.I’d like to help you; please fill this form: and I’ll contact you soon.^SC
18121,"[CUSTOMER] Thank you for confirming, we are looking into it and will get back to you soon with an update. ^SI"
18126,"[CUSTOMER] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^SY"
18127,[CUSTOMER] We've emailed you here: Kindly check &amp; reply to if for further assistance. 1/2 ^SY
18129,[CUSTOMER] received your revert and we'll reach out to you soon. (2/2) ^GK
18130,"[CUSTOMER] The details are already escalated to the team and we are working on it. Further, we've (1/2) ^GK"
18133,[CUSTOMER] Are the packages sold/fulfilled by Amazon or a third-party seller? That info can be found here: ^SH
18135,[CUSTOMER] We've responded to your query here: ^AK
18138,[CUSTOMER] Please respond to our email or request a call back through the same mail so we could reach out to you. ^JC
18141,"[CUSTOMER] Please don't provide your order details, we consider it to be personal info. Our page is visible to the public. 2/2^VH"
18144,[CUSTOMER] here: and we'll reach out to you. (2/2) ^GK
18147,"[CUSTOMER] Thanks for sharing, Kamlesh. We'll check and get back to you at the earliest.^AR"
18145,[CUSTOMER] I just checked and we haven't received your details yet. Kindly share your details (1/2) ^GK
18142,[CUSTOMER] Please respond to our email or request a call back through the same mail so we could reach out to you. 1/2 ^VH
18148,"[CUSTOMER] I'm so sorry for the trouble. If you have a moment, please ^LH"
18151,[CUSTOMER] We're able to contact the carrier on your behalf using the link ^LH provided above. ^KP
18153,"[CUSTOMER] When did you contact us? If you've received a reply, what insight were we able to provide? ^AR"
18154,"[CUSTOMER] Unfortunately not. However, you can check the carrier website for more detailed tracking information. Please keep us posted. ^SY"
18156,[CUSTOMER] That's really weird! Have you contacted them to see if they could provide any insight? ^AJ
18158,[CUSTOMER] Hello! I'm really sorry for the frustration. Who was the carrier for the order? You can find that here: ^AJ
18160,[CUSTOMER] I'm sure you will soon receive a reply from our Account Specialist team with an update. (2/2) ^SI
18165,[CUSTOMER] Since your account is on hold even our hands as customer service are tied. (1/2) ^SI
18167,[CUSTOMER] You can cancel your Prime membership and receive a refund if you haven't used the benefits here: ^SE
18170,"[CUSTOMER] I'm sorry, this was never our intention. Did you report this to our customer service team here: ^SI"
18172,[CUSTOMER] I'm sorry about the conflicting tracking update. Kindly share your details here: ^GK
18176,[CUSTOMER] Sorry for the hassle. Please report this to our support team here: and we'll check this. ^HN
18180,[CUSTOMER] If an account is put on hold a correspondence is sent to the registered email id. Please check the same for more info. ^ZH
18183,[CUSTOMER] Geht leider nicht: Du kannst für Amazon Prime einen Bankeinzug oder eine Kreditkarte verwenden. ^DS
18175,[CUSTOMER] Sorry for the trouble with the delivery. Kindly drop in your details here: and we'll work on it.^NS
18186,[CUSTOMER] Thanks for sharing your details. We'll get in touch with you soon. ^AK
18189,"[CUSTOMER] I get your concern, Abhilash. Cash back shall be processed as per the timelines shared with you. Rest assured. ^SV"
18191,[CUSTOMER] Please reply to the email for further assistance on it. 2/2 ^RW
18192,"[CUSTOMER] As you have filled the details, you will receive an email correspondence from our team here: ^RW 1/2"
18194,[CUSTOMER] Kindly reply to the email that we've sent. We'll check this for you. ^SG
18196,[CUSTOMER] You can add your insight by writing back to the e-mail sent by our team. We'll reply to the same. ^MP 2/2
18197,[CUSTOMER] I'm sorry for this experience. The resolution provided by our team over email is the best we can offer at the moment. ^MP 1/2
18200,[CUSTOMER] Kindly reply to the email sent by us for further assistance on this issue. ^RI
18201,[CUSTOMER] That's strange. Let me check this out for you. Please drop your details here: (1/2) ^VM
18204,"[CUSTOMER] That's quite a comment, Abhilash. Please elaborate your concern for us to assist you better. ^SV"
18208,[CUSTOMER] We're glad the order was delivered ahead of schedule! We'll forward your kind words with the customer service associate. ^ZH
18381,[CUSTOMER] Orders placed with us are basically shipped and delivered as per the estimates shared. Kindly let us know if there was a miss. ^AB
18384,[CUSTOMER] Our Twitter page is visible to public. 3/3 ^SB
18385,[CUSTOMER] internally to work on it. Please don’t provide your order/account details as we consider them to be personal information. 2/3 ^SB
18388,[CUSTOMER] prime customers will receive free standard delivery. (2/2) ^VM
18389,"[CUSTOMER] For some items, the option of one-day or two-day delivery may not available, in this case (1/2) ^VM"
18386,[CUSTOMER] I'm sorry you had an unpleasant experience regarding the delivery. I would pass on your comments as feedback to our team 1/3 ^SB
18391,[CUSTOMER] Prime subscribers are eligible to get free One-day or Two-day shipping. May I please know if the package was 1/2 ^SH
18394,[CUSTOMER] The result for the contest is out and here's the link: ^AR
18396,[CUSTOMER] and we'll work on it. Please don’t provide your order/account details as our Twitter page is visible to the public. 2/2 ^NS
18398,[CUSTOMER] Sorry for the trouble you've had getting in touch with us. Kindly drop in your details here: 1/2
18401,[CUSTOMER] I'm sorry to hear about this. We'd like to offer real-time troubleshooting. Please contact us here: ^LR
18407,"[CUSTOMER] We can't confirm your account details via Twitter, so please contact JP Customer service at: TN"
18393,[CUSTOMER] delivered after the estimated delivery date mentioned in the order confirmation email? 2/2 ^SH
18409,[CUSTOMER] We'd like to have a look into this. Kindly report it here: and our team will revert shortly. ^AB
18412,[CUSTOMER] I get your disappointment. I’d like to help you; please fill this form: and I’ll contact you soon. ^SC
18414,[CUSTOMER] Unless the form is filled we wouldn't be able to offer any further insight in this case. Thanks for understanding. 2/2 ^AB
18415,"[CUSTOMER] For account security purposes you'd have to fill the form, for us to have a look into your issue and arrange a callback. 1/2 ^AB"
18675,"[CUSTOMER] Sorry about that! Can you reach us here again, please: ^CD"
18678,[CUSTOMER] Please send us your details here: so we can look into this for you. ^LI
18680,[CUSTOMER] We'd like to look into options. Please ^RR
18683,[CUSTOMER] here: &amp; we'll help you. 2/2^AH
18685,[CUSTOMER] I understand your concern regarding the delivery of the package. Kindly reach out to us 1/2 ^AH
18686,[CUSTOMER] I'm sorry but I'm unable to comprehend your issue. Can you please elaborate. ^SI
18688,[CUSTOMER] We'd like to have a look into this. Kindly report it here: and our team will assist further. ^AB
18690,[CUSTOMER] Pricing and offers are decision of the sellers. The constantly changing marketplace 1/2^HN
18693,"[CUSTOMER] provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^SY"
18695,"[CUSTOMER] I understand your concern, kindly contact us here: &amp; we'll be glad to help you. Please don't 1/2 ^SY"
18696,"[CUSTOMER] I'm sorry, we never intended this. Please reply to the email here: and we'll get back to you. ^SI"
18699,[CUSTOMER] We've emailed a correspondence to you. Kindly check it here: &amp; reply to it for further assistance.^SF
18701,[CUSTOMER] We've already sent a correspondence to your registered email ID. Please check it and reply us with your concerns. ^SC
18703,[CUSTOMER] Kindly reply to the email that we've sent. We'll investigate this further. ^SG
18704,"[CUSTOMER] Please don't provide your order details, we consider it to be personal information. Our page is visible to public. (2/2)^RI"
18707,"[CUSTOMER] This feature, as of now isn't available. It will soon be available. Kindly stay tuned! ^HR"
18710,"[CUSTOMER] In order to stream music from Amazon Prime Music on the echo devices, the customer has to be an Amazon Prime member. 2/2^AR"
18713,[CUSTOMER] You can check this on Alexa app. ^SU
18711,[CUSTOMER] Amazon Prime Music is one of the music streaming services available exclusively on echo devices starting 10/31. 1/2 ^AR
18714,[CUSTOMER] Oh no! I'm sorry your package arrived empty! Was this order shipped by Amazon or a third-party seller? ^QJ
18717,[CUSTOMER] Please reach out to us by phone here: ^RR
18719,"[CUSTOMER] Have you heard back about the investigation, yet? Please let us know! ^LB"
18720,[CUSTOMER] Thanks for bringing this to our notice; we'll check and forward this internally for review. ^VN
18723,[CUSTOMER] Awesome! Happy streaming ^MD
18724,[CUSTOMER] for you. Could you please let us know the name of the series and the episodes which shows as unavailable ? ^AS
18726,"[CUSTOMER] I am sorry to hear that, Aletta. What notifications do you get on the previous days the order was meant to be delivered? ^SM"
18730,[CUSTOMER] Thanks for the information! Who is the carrier of the package? You can find that info here: ^AD
18732,"[CUSTOMER] Thanks for confirming, Aletta! Please contact us here: either by phone or chat so that we can review at the order level. Over social media, we don't have the access needed. We'll be ready to help as soon as you contact. ^TM"
18893,"[CUSTOMER] Umm.. creepy, not sure. The offer was rolled out keeping in mind the benefit of our existing customers. Enjoy! ^AB"
18896,[CUSTOMER] I'm sorry about the hassle. Please drop in your details here: We'll look into it. ^SB
18898,[CUSTOMER] I'm sorry about the installation issues. Have you reported this to our team here: ^VN
18900,[CUSTOMER] we have missed on the estimated delivery date ? 2/2 ^SB
18903,[CUSTOMER] I’m sorry about the issue you’re facing with delivery. Let us look into it. (1/3)^HR
18907,"[CUSTOMER] We're working on it, Saurabh. We'll get in touch with you soon. ^JC"
18910,"[CUSTOMER] We've sent you a correspondence, kindly respond to that for further assistance. ^MN"
18912,"[CUSTOMER] It has been sent to your registered email address, please check and revert. ^HN"
18914,[CUSTOMER] please share your details here: and we'll check this for you. 2/2^HN
18915,"[CUSTOMER] You should have received an email from us. In case, you haven't received the email,1/2^HN"
18917,[CUSTOMER] Sorry about that! Could you kindly confirm if you have filled in the details with the link provided earlier? ^PB
18921,[CUSTOMER] Thank you for sharing the details. We're working on it and we'll get back to you soon with an update. ^SY
18924,"[CUSTOMER] We've responded to you via email, Saurabh. Please reply to the email sent for more information. ^KS"
18926,[CUSTOMER] here: Kindly check and reply to our email for assistance. (2/2) ^MO
18927,[CUSTOMER] We've escalated your issue and we're waiting for an update from our concern team. We've responded to you (1/2) ^MO
18930,[CUSTOMER] Our team is currently working on your issue and will be resolved at the earliest. (1/2)^AU
18935,"[CUSTOMER] I get your disappointment. As informed earlier, we've escalated the issue and will get back to you with an update soon. ^MO"
18937,[CUSTOMER] I get you being upset. As mentioned earlier we will get back to you at the earliest possible. ^JS
18931,"[CUSTOMER] For further assistance, reply to the email that you received from us. (2/2)^AU"
18922,[CUSTOMER] Thank you for confirming. Please be assured we'll get back to you at the earliest. ^PB
18940,[CUSTOMER] Apologies for the unpleasant experience. Kindly share your details here: and I'll contact you. ^GS
18943,[CUSTOMER] Our Twitter page is visible to public. 3/3 ^SB
18946,[CUSTOMER] Please don’t provide your order details as we consider them to be personal information. 2/3 ^SB
18947,[CUSTOMER] We regret the inconvenience. Could you please let us know if we have missed on the estimated delivery date? 1/3 ^SB
18950,"[CUSTOMER] Please don't provide your account details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
18951,[CUSTOMER] I'm sorry for the delay in delivery. Please fill this form: and I’ll contact you at the earliest ^RW
18953,[CUSTOMER] Thank you for providing the details. We're working on it &amp; we'll get back to you soon with an appropriate resolution. ^SY
18955,[CUSTOMER] Please don't provide your personal information. Our page is visible to the public. 2/2 ^SC
18956,[CUSTOMER] We've sent the correspondence to your registered email ID. Kindly check and reply with your concerns. 1/2^SC
18958,"[CUSTOMER] Please don't provide your details, we consider it to be personal information. Our page is visible to the public. 2/2^SC"
18959,"[CUSTOMER] As informed you earlier, please reply to our correspondence with your concerns and we'll get back. 1/2 ^SC"
18961,[CUSTOMER] Please reply to the email correspondence for a better insight. (2/2) ^SI
18962,"[CUSTOMER] Due to restricted access to your amazon account through Twitter, we shall not be able to provide any update here. (1/2) ^SI"
18963,"[CUSTOMER] Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
18966,"[CUSTOMER] You have reached out to us by tweeting. As we cannot check your order details here, kindly connect with our support team. ^RW"
18967,[CUSTOMER] Request you to wait till estimate delivery date for an update. I'm positive that the order will be delivered accordingly. ^RW
18968,"[CUSTOMER] Hey, did you try and change your password first? Do you have access to the email address associated with your account? ^AS"
18970,[CUSTOMER] The second generation echo will work in India. ^AK
18973,[CUSTOMER] Please connect with us here: over phone so we could explain you the difference. ^HK
18974,[CUSTOMER] and reply for further assistance. 2/2 ^SB
18977,[CUSTOMER] Apologies for the ordeal Bhakti. Please share your details here: and I'll get back to you. ^HN
18980,[CUSTOMER] Allow our support team to look into this. You can connect with us here: ^CB.
18984,[CUSTOMER] I apologize for this. May I know if you've connected with our support team regarding this? ^SK
18976,[CUSTOMER] We have sent a correspondence to your registered email id. Request you to check 1/2 ^SB
19107,"[CUSTOMER] Hey, what's up? ^AS"
19110,[CUSTOMER] Sorry to hear that you feel this way. Please report it to an agent with access to your acc here:
19111,"[CUSTOMER] Hi, you may check it here: ^RW"
19115,"[CUSTOMER] Winners of the app jackpot will be announced on November 3, 2017. You can find the list here: ^SH"
19116,"[CUSTOMER] You must have received a correspondence from our team, request you to check the same. ^SH"
19119,[CUSTOMER] Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
19122,[CUSTOMER] Thank you for confirming that you've responded to our email. We'll definitely get back. Request you to wait till then. ^SK
19124,"[CUSTOMER] As informed earlier, request you to respond to the email you've received from our team for further assistance. ^SU"
19126,"[CUSTOMER] If you have received an email from our team, I request you to please reply to it with your query and ^MP 1/2"
19129,[CUSTOMER] We can't access your Amazon account over Twitter. Kindly share the needed information over the secure link shared. ^CB
19131,"[CUSTOMER] I understand that you're upset, Dharmesh. Could you confirm, submitting your details using the link shared earlier? ^MP"
19133,[CUSTOMER] We'd like to take a closer look into this. Please reach out to us here: and we'll check it for you.^AU
19183,[CUSTOMER] We can't see your orders from here unfortunately but if you use the link ^JJ sent we can help :) ^AS
19189,"[CUSTOMER] Hi, sorry to hear that, delays happen for unforeseen reasons, were you emailed with a reason for the delay?^AS"
19192,[CUSTOMER] Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: ^RS
19193,[CUSTOMER] Sorry for the trouble using Amazon Pay Balance. Kindly report this to our support team here: ^AR
19196,[CUSTOMER] Glad the issue was resolved. Thank you for keeping us posted. ^SB
19197,[CUSTOMER] Please fill in your details using the link: and I'll get in touch with you soon. ^AK (2/2)
19200,[CUSTOMER] Request you to reply to the email correspondence which we have sent to your registered email id. We'll look into it. ^SB
19202,[CUSTOMER] Kindly check the mailbox of you registered email id. You'll find an email correspondence from us. ^ZH
19204,[CUSTOMER] I can understand it would be worrisome. Please be assured we'll contact you at the earliest. ^SC
19206,[CUSTOMER] We've received your details and we'll get back to you soon. ^PS
19208,[CUSTOMER] I'd like to take a closer look into it. Please fill in this form: and I'll revert shortly. 1/2 ^AB
19203,[CUSTOMER] Sorry to know about the delay in resolving your query. I'd like to take a closer look at this. ^AK (1/2)
18905,"[CUSTOMER] Also, as this a social medial platform, please don't provide order details. We consider it personal information.(3/3)^HR"
18906,[CUSTOMER] Have you reported this to our support team here: (2/3)^HR
19211,"[CUSTOMER] Hi, how can we help you today? ^HK"
19213,"[CUSTOMER] Hi, sorry to hear that you're having trouble logging in. Please contact us here: to look into this.^JJ"
19215,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK (3/3)"
19217,[CUSTOMER] Please fill in your details using the link: and I'll get in touch with you soon. ^AK (2/3)
19218,[CUSTOMER] Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/3)
19426,[CUSTOMER] I'm sorry for the incorrect tracking update. Kindly reach out to us here: and we will fix this for you. ^AH
19429,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
19430,[CUSTOMER] Please share your details here: and I'll personally help you. (1/2) ^ZH
19432,"[CUSTOMER] Filling in your details wouldn't lead you to our support team, Uday. Please do the same, we'll reach out to you personally. ^JC"
19433,"[CUSTOMER] When the product is out for delivery, it will be delivered before 8 pm. Kindly wait until then. Do keep us posted. ^AK"
19436,[CUSTOMER] we have missed on the estimated delivery date? 2/2 ^SB
19437,[CUSTOMER] I'm sorry about the delay in delivering your order. Could you please let us know if 1/2 ^SB
19438,[CUSTOMER] What does the latest tracking update state on your order? ^HK
19440,"[CUSTOMER] You're welcome, Aleema. Do let us know if you need any further assistance. ^SY"
19443,"[CUSTOMER] We've responded to your query via DM, please check. ^HA"
19446,[CUSTOMER] We'd like to check get this checked for you. Kindly share your details here: and I'll contact you. ^GS
19449,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
19450,[CUSTOMER] We don't have access to your account over Twitter. Please share your details in the link given earlier by 'GS'. (1/2) ^ZH
19454,"[CUSTOMER] Also, as this a social medial platform, please don't provide order details. We consider it personal information.^HR"
19460,"[CUSTOMER] Hi, please don't share order numbers here as this page is public. Please contact us; to look into this. ^JJ"
19463,"[CUSTOMER] W/o posting personal info, what is the issue with the orders? What was advised when you contacted? ^PK"
19465,[CUSTOMER] I'm sorry to hear that. What were you advised when you contacted us by phone/chat? ^DC
19456,[CUSTOMER] Please share your details from the link here: assist you accordingly. (2/2)^HR
19457,[CUSTOMER] I’m sorry about the issue you’re facing with delivery. Let us look into it.(1/2)^HR
19467,"[CUSTOMER] sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS"
19470,"[CUSTOMER] Apologies, have you looked into filling an A-Z Claim: ^JJ"
19472,[CUSTOMER] Hi please contact us here: and a specialist will look into it for you. ^AS
19474,[CUSTOMER] I'm sorry for the trouble with your order. Have you reached out to our support team from here: ^RW
19476,[CUSTOMER] as possible. Kindly drop your details here: and I'll get back to you. 2/2 ^SH
19478,[CUSTOMER] I'm sorry to know the pick up hasn't been completed yet. I'd like to work on the issue and get the item picked as soon 1/2 ^SH
19480,[CUSTOMER] We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH
19482,[CUSTOMER] I appreciate your understanding in this regard. We've received your details and we'll get back to you at the earliest. ^SC
19483,[CUSTOMER] Apologies for the inconvenience. Have you tried reporting this to our support team here: ? ^AB
19486,"[CUSTOMER] In that case, please fill out this form: and we'll look into this for you. ^AM"
20023,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH"
20026,[CUSTOMER] Sorry to hear this. Has any reason been given for the delay? ^KM
20030,[CUSTOMER] Please reach out to us directly here: and we can look into this further. ^PK
20025,[CUSTOMER] We apologize for the delay in the delivery of the order. Please contact us here: and we'll help you ^ZH
20031,[CUSTOMER] You're most welcome. Thanks for keeping us posted. ^AB
20033,[CUSTOMER] please check this link here: (2/2) ^KA
20036,[CUSTOMER] Thanks Bill. I hope you get your issue sorted soon. ^KM
20038,[CUSTOMER] Now that's what we like to hear :) Thanks Bill! ^AS
20040,[CUSTOMER] Which Amazon website did this happen on? ^KM
20042,[CUSTOMER] We'd like to help you with your query. Kindly contact our support team here: (1/2) ^ZH
20045,[CUSTOMER] Prime membership was being offered at an introductory price of Rs. 499 per year. Since the promotion has 1/2 ^SH
20044,"[CUSTOMER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
20047,[CUSTOMER] now expired the membership will cost Rs.999. 2/2 ^SH
20048,[CUSTOMER] Couriers are assigned depending on the pin codes of the delivery address. Kindly elaborate if you've any queries. ^AK
20035,"[CUSTOMER] You can update your payment methods by visiting the Payment section in Your Account page. For more information, (1/2) ^KA"
20050,[CUSTOMER] Sorry to hear that. What error message are you getting? ^RS
20053,[CUSTOMER] My apologies Christopher. Have you tried from a non mobile device? ^DC
20417,"[CUSTOMER] Hey, US should ship to Denmark, are you getting an error message? ^AS"
20419,[CUSTOMER] You can find the list of authorized seller's here: ^SH
20422,[CUSTOMER] Pls reach out here so we can check this for you ^KM
20430,"[CUSTOMER] Currently, we do not have an update on this. Please stay tuned. ^HK"
20432,"[CUSTOMER] We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^ZH"
20435,"[CUSTOMER] As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)^HR"
20436,[CUSTOMER] Thank you for showing the interest towards our device. Good things come to those who wait. 😇 (1/2)^HR
20437,"[CUSTOMER] Hey, what is your reason for returning the items? ^AS"
20440,[CUSTOMER] Please reach out to us directly here: and we can help arrange a return for you. ^PK
20441,[CUSTOMER] You may request an immediate call back from us here: Do you see any error? ^HK
20444,[CUSTOMER] on 'call me' option and a call shall be connected with our support team. 2/2 ^SH
20448,"[CUSTOMER] If you're unable to arrange a call back, kindly contact our support team using the chat/email option and we'll help you. ^ZH"
20450,[CUSTOMER] Apologies for the ordeal Kaushal. Please share your details here: and I'll get back to you. ^HN
20454,[CUSTOMER] Sorry for the confusion. Please reply to the email sent by our team earlier &amp; we'll update you on this. ^RS
20445,[CUSTOMER] Please click here: after selecting the appropriate issue click 1/2 ^SH
20456,"[CUSTOMER] Thanks for the update, we've received your reply to our correspondence. We'll get back to you at the earliest. ^SC"
20459,[CUSTOMER] Could you please confirm if you have replied to the email sent by us. ^VH
20462,"[CUSTOMER] Sorry about the stretch, Kaushal. Please reply to the email sent to you. Once we receive your reply, we'll check &amp; assist.^SV"
20464,[CUSTOMER] I understand your concern for delivery. We'll get back to you on this soon &amp; corrected actions will be taken on carrier. ^BS
20466,"[CUSTOMER] Sorry that you haven't received your order yet. I’d like to help you, please fill this form: (1/2)^SY"
20470,[CUSTOMER] Have you reached out to our support team as suggested earlier? ^RW
20472,[CUSTOMER] May I please know if you have filled your details through the link provided earlier? ^SH
20474,[CUSTOMER] Sorry to hear this. Has any reason been given for the delay? ^KM
20478,[CUSTOMER] We haven't announced any updates regarding this. Please stay tuned. ^SH
20480,[CUSTOMER] Pls reach out here so we can check this for you ^KM
